YEAR,BUYING_DEALER,TOKEN_DONE,SUM_BID_AT_BOUGHT,AVG_BID_AT_BOUGHT,RECENT_BUY_DATE
2018,58332,2,254000,127000.0,2018-11-05
2021,63988,3,460000,153333.3,2021-11-06
2020,56030,10,2792905,279290.5,2020-11-07
2023,117814,26,1654511,63635.0,2023-10-10
2022,102137,3,257000,85666.7,2022-12-14
2019,67297,1,332000,332000.0,2019-12-04
2021,106040,5,1736082,347216.4,2021-12-29
2022,58100,26,8455427,325208.7,2022-12-18
2022,82124,14,3943164,281654.6,2022-08-16
2021,99017,6,2572690,428781.7,2021-10-06
2023,111482,19,3670882,193204.3,2023-12-31
2024,125836,7,1090400,155771.4,2024-05-11
2023,99533,5,786833,157366.6,2023-09-16
2021,61904,5,723283,144656.6,2021-10-25
2023,120031,12,1918003,159833.6,2023-11-08
2024,101255,11,4312000,392000.0,2024-05-05
2022,113227,4,270237,67559.3,2022-07-08
2023,95250,38,10594266,278796.5,2023-12-21
2020,70461,10,555050,55505.0,2020-03-19
2024,121736,8,1663000,207875.0,2024-05-02
2020,80180,15,1319565,87971.0,2020-12-28
2021,63129,38,4094788,107757.6,2021-12-25
2020,73503,1,258240,258240.0,2020-02-09
2018,58792,4,450000,112500.0,2018-11-16
2019,64214,11,2107220,191565.5,2019-11-14
2021,89280,3,1004300,334766.7,2021-06-10
2021,88512,4,349012,87253.0,2021-09-22
2023,57921,22,6841333,310969.7,2023-12-25
2024,124390,3,878789,292929.7,2024-02-23
2022,76416,9,2361020,262335.6,2022-11-01
2022,107452,1,253000,253000.0,2022-02-18
2020,58401,7,5410896,772985.1,2020-09-20
2021,93945,2,553799,276899.5,2021-12-04
2021,72714,10,1813206,181320.6,2021-12-28
2022,103900,5,1156600,231320.0,2022-09-03
2024,66192,8,3568082,446010.3,2024-04-15
2020,60674,14,3488606,249186.1,2020-12-13
2021,108928,4,1791000,447750.0,2021-12-31
2023,119575,1,468000,468000.0,2023-11-10
2022,115231,1,93999,93999.0,2022-08-22
2022,60270,4,274574,68643.5,2022-12-29
2018,56009,14,1033498,73821.3,2018-09-14
2021,98235,3,311451,103817.0,2021-09-30
2023,105170,4,929449,232362.3,2023-11-02
2021,62631,16,3753234,234577.1,2021-12-06
2019,57466,10,4090000,409000.0,2019-08-08
2021,57647,6,1744900,290816.7,2021-11-19
2023,112151,5,564228,112845.6,2023-09-18
2022,55905,8,1868341,233542.6,2022-11-23
2022,105557,7,1087865,155409.3,2022-10-14
2021,107547,6,285100,47516.7,2021-12-25
2023,64668,2,1271394,635697.0,2023-07-13
2019,53448,11,4691000,426454.5,2019-12-11
2022,108493,4,6388977,1597244.3,2022-05-25
2018,55785,8,1581999,197749.9,2018-06-20
2022,90517,12,1963900,163658.3,2022-11-19
2024,108173,9,2837722,315302.4,2024-05-12
2020,55821,2,87293,43646.5,2020-12-14
2021,93243,5,1765700,353140.0,2021-12-17
2023,115897,8,2778448,347306.0,2023-08-30
2021,60747,42,10027367,238746.8,2021-12-30
2021,86699,2,249487,124743.5,2021-11-16
2020,66482,18,2011295,111738.6,2020-12-31
2023,76551,9,6210239,690026.6,2023-12-09
2023,57767,21,33586529,1599358.5,2023-12-30
2023,90696,12,2254508,187875.7,2023-12-08
2022,72512,8,5198099,649762.4,2022-12-17
2024,114930,3,450700,150233.3,2024-05-03
2022,61972,2,330878,165439.0,2022-12-12
2023,93866,5,858264,171652.8,2023-12-12
2020,83305,4,500400,125100.0,2020-10-13
2022,59156,7,1678102,239728.9,2022-11-18
2022,84527,1,264329,264329.0,2022-08-12
2019,67097,6,2367000,394500.0,2019-12-23
2024,89167,6,772900,128816.7,2024-05-12
2023,120357,2,544578,272289.0,2023-11-07
2022,100958,6,704500,117416.7,2022-12-09
2023,97187,4,851200,212800.0,2023-11-08
2024,124431,6,703700,117283.3,2024-05-08
2021,58939,5,844790,168958.0,2021-11-24
2019,54816,2,244000,122000.0,2019-08-30
2021,64992,3,369607,123202.3,2021-07-14
2021,105083,2,580644,290322.0,2021-10-30
2023,120096,2,410300,205150.0,2023-09-20
2022,111655,4,425511,106377.8,2022-04-20
2024,117375,11,3255200,295927.3,2024-05-04
2021,104650,3,2898105,966035.0,2021-12-21
2020,61851,34,9918594,291723.4,2020-12-25
2023,61682,3,1629310,543103.3,2023-08-20
2019,61666,1,926000,926000.0,2019-04-26
2022,112493,9,2348300,260922.2,2022-12-19
2021,67697,16,4618775,288673.4,2021-11-17
2022,71439,19,3302160,173797.9,2022-12-23
2021,87371,3,940700,313566.7,2021-10-23
2019,58487,11,1526092,138735.6,2019-07-03
2024,118000,13,2594400,199569.2,2024-04-24
2024,67283,8,857800,107225.0,2024-05-12
2019,59347,5,2129300,425860.0,2019-12-19
2022,100482,11,2188000,198909.1,2022-11-22
2024,125073,1,368400,368400.0,2024-05-05
2020,81506,8,1744287,218035.9,2020-09-15
2019,53252,45,15351490,341144.2,2019-12-29
2023,78510,4,2732051,683012.8,2023-06-14
2024,126390,1,1165774,1165774.0,2024-04-20
2024,102015,11,2168700,197154.5,2024-03-30
2023,84293,5,253356,50671.2,2023-10-03
2017,55155,19,2951499,155342.1,2017-12-22
2020,69806,2,226703,113351.5,2020-02-18
2018,30282,14,4717005,336928.9,2018-12-11
2020,68504,13,1880439,144649.2,2020-12-16
2022,100713,3,391316,130438.7,2022-11-02
2020,63616,2,688850,344425.0,2020-07-02
2024,111672,9,1048700,116522.2,2024-03-13
2021,54550,15,3410233,227348.9,2021-11-07
2020,60071,31,5172317,166848.9,2020-12-26
2019,63162,13,2955000,227307.7,2019-10-13
2024,80305,3,951800,317266.7,2024-04-04
2017,55902,11,5313899,483081.7,2017-12-28
2022,101537,1,280000,280000.0,2022-04-01
2020,83521,3,349195,116398.3,2020-10-25
2022,115635,13,2172626,167125.1,2022-12-24
2019,60231,13,1061810,81677.7,2019-12-25
2023,91510,9,1344065,149340.6,2023-09-07
2021,100014,8,2458914,307364.3,2021-12-26
2022,101900,13,3911560,300889.2,2022-12-24
2024,113867,11,2806900,255172.7,2024-05-01
2020,61068,15,3540230,236015.3,2020-12-31
2021,66574,6,915347,152557.8,2021-12-27
2023,67434,20,4868582,243429.1,2023-07-05
2023,59139,25,3521894,140875.8,2023-12-13
2023,96233,13,3655785,281214.2,2023-12-29
2022,58440,5,3962129,792425.8,2022-11-08
2024,120054,12,1557900,129825.0,2024-05-02
2024,74319,9,1086700,120744.4,2024-04-11
2021,97433,5,149884,29976.8,2021-10-19
2022,63033,12,4771750,397645.8,2022-12-25
2021,59597,25,7639193,305567.7,2021-12-04
2020,79456,6,1613393,268898.8,2020-12-31
2024,100727,19,6915507,363974.1,2024-03-23
2020,82799,2,155773,77886.5,2020-11-18
2022,105295,12,2872989,239415.8,2022-12-31
2021,102895,3,827000,275666.7,2021-12-15
2021,58720,15,1459705,97313.7,2021-12-31
2021,74247,9,1794706,199411.8,2021-10-05
2020,85813,2,123500,61750.0,2020-12-21
2019,58646,10,2605000,260500.0,2019-09-05
2020,62018,6,2207828,367971.3,2020-12-25
2020,69307,17,6630573,390033.7,2020-12-25
2024,100736,8,10826601,1353325.1,2024-04-17
2019,70120,6,1262341,210390.2,2019-12-24
2021,57110,16,13838967,864935.4,2021-12-23
2021,90746,1,62941,62941.0,2021-02-20
2020,59345,4,1323061,330765.3,2020-12-04
2021,72946,6,2760980,460163.3,2021-09-04
2024,122726,1,686200,686200.0,2024-02-14
2019,57365,13,5475500,421192.3,2019-12-31
2020,62098,5,441592,88318.4,2020-07-16
2019,60023,5,1433892,286778.4,2019-07-24
2021,105377,6,1720981,286830.2,2021-12-25
2024,70957,1,176000,176000.0,2024-03-28
2024,120746,8,4780400,597550.0,2024-03-16
2023,80159,3,149556,49852.0,2023-05-17
2024,62429,4,2778605,694651.3,2024-04-01
2024,120382,13,2699700,207669.2,2024-04-27
2021,65757,14,3561039,254359.9,2021-11-23
2019,67475,6,2366000,394333.3,2019-08-21
2019,10604,6,2100000,350000.0,2019-06-10
2022,75287,9,1036038,115115.3,2022-12-11
2023,59690,2,1091000,545500.0,2023-07-09
2019,63929,10,1903000,190300.0,2019-11-12
2023,66558,18,2609146,144952.6,2023-09-13
2024,113668,1,525300,525300.0,2024-04-29
2021,96441,28,3932615,140450.5,2021-12-31
2021,60705,23,6630548,288284.7,2021-12-25
2020,82863,1,89332,89332.0,2020-12-02
2023,120777,7,2383500,340500.0,2023-12-30
2022,91344,16,2559445,159965.3,2022-12-30
2023,122427,3,541700,180566.7,2023-12-18
2021,101553,14,977935,69852.5,2021-12-14
2017,55851,16,1676987,104811.7,2017-12-27
2022,85687,9,1634451,181605.7,2022-12-18
2019,66138,35,9196615,262760.4,2019-12-30
2022,89609,12,4953368,412780.7,2022-12-30
2020,67771,6,1992000,332000.0,2020-07-13
2021,68596,15,575800,38386.7,2021-07-05
2023,115077,2,860000,430000.0,2023-06-05
2023,104395,3,974300,324766.7,2023-06-19
2021,69883,9,1406695,156299.4,2021-11-19
2024,119190,8,1873900,234237.5,2024-05-08
2024,104137,7,821000,117285.7,2024-05-07
2022,100323,15,2307529,153835.3,2022-07-28
2021,68015,9,1230300,136700.0,2021-12-03
2023,89552,9,1367118,151902.0,2023-12-03
2024,77135,2,1022700,511350.0,2024-04-05
2021,61548,6,2583589,430598.2,2021-10-03
2023,80572,36,4542261,126173.9,2023-12-30
2021,82181,2,997000,498500.0,2021-11-28
2018,20332,3,1053000,351000.0,2018-12-11
2020,84202,10,2086890,208689.0,2020-12-27
2023,103380,1,365600,365600.0,2023-07-17
2020,74990,22,4739100,215413.6,2020-12-30
2023,122724,1,317000,317000.0,2023-12-26
2023,83668,13,5349277,411482.8,2023-12-16
2022,101842,1,53900,53900.0,2022-02-05
2021,60583,14,3895391,278242.2,2021-12-12
2024,122082,3,399000,133000.0,2024-03-15
2018,57863,5,1512000,302400.0,2018-12-31
2018,58631,9,1673000,185888.9,2018-12-22
2024,77985,6,2254200,375700.0,2024-05-13
2019,65173,17,5262620,309565.9,2019-12-13
2020,84481,4,824904,206226.0,2020-12-10
2022,107780,4,1915043,478760.8,2022-03-20
2023,105782,18,5961203,331177.9,2023-11-21
2022,109931,5,1148892,229778.4,2022-07-11
2023,66460,2,3657558,1828779.0,2023-06-22
2021,87135,25,5942016,237680.6,2021-12-11
2020,86098,11,4947000,449727.3,2020-12-25
2024,123600,7,1070500,152928.6,2024-05-09
2022,109015,10,800109,80010.9,2022-10-05
2024,73472,13,3885800,298907.7,2024-05-08
2024,104782,7,275500,39357.1,2024-05-12
2018,57972,7,1209000,172714.3,2018-12-11
2023,120743,6,556711,92785.2,2023-12-21
2023,97137,3,1105067,368355.7,2023-06-22
2021,87907,21,8026022,382191.5,2021-12-28
2022,71291,20,8281879,414094.0,2022-12-20
2024,119312,2,1773900,886950.0,2024-02-09
2019,67362,27,4960439,183720.0,2019-12-28
2019,62189,6,607000,101166.7,2019-07-12
2020,81984,7,912469,130352.7,2020-11-17
2021,83702,28,4296677,153452.8,2021-12-23
2018,27028,19,4238000,223052.6,2018-12-22
2019,58668,1,26000,26000.0,2019-01-23
2022,80877,2,1098438,549219.0,2022-10-05
2018,59423,2,257000,128500.0,2018-12-22
2021,81424,5,457348,91469.6,2021-12-15
2019,57552,9,2755388,306154.2,2019-11-26
2021,90776,15,2086249,139083.3,2021-12-30
2021,87474,3,535656,178552.0,2021-11-20
2021,93844,7,1823920,260560.0,2021-12-24
2023,57154,14,7709992,550713.7,2023-12-17
2021,10550,1,118426,118426.0,2021-01-19
2021,72614,2,1032000,516000.0,2021-09-04
2022,98292,14,2426835,173345.4,2022-11-04
2020,62023,1,157410,157410.0,2020-02-22
2022,109624,6,2346982,391163.7,2022-05-24
2022,116327,3,289200,96400.0,2022-09-30
2023,57938,7,1756938,250991.1,2023-10-25
2023,121849,4,433300,108325.0,2023-12-22
2022,81643,14,2626596,187614.0,2022-12-31
2019,58876,7,2139000,305571.4,2019-11-17
2023,119395,14,5138661,367047.2,2023-12-25
2019,14647,5,2814000,562800.0,2019-10-09
2019,68629,10,1574750,157475.0,2019-12-12
2020,68404,23,1960343,85232.3,2020-12-16
2020,67283,9,323540,35948.9,2020-12-30
2019,65723,6,302540,50423.3,2019-10-17
2022,100327,7,4601842,657406.0,2022-12-22
2023,120396,11,863252,78477.5,2023-12-20
2022,114417,3,403700,134566.7,2022-06-12
2024,80575,5,938800,187760.0,2024-05-06
2024,88295,3,258700,86233.3,2024-01-25
2022,114502,5,708172,141634.4,2022-07-04
2021,80488,23,6528500,283847.8,2021-12-23
2020,81174,2,344126,172063.0,2020-10-29
2019,69072,1,609675,609675.0,2019-11-03
2021,101842,3,399860,133286.7,2021-12-27
2019,70199,1,286000,286000.0,2019-12-13
2019,59495,3,570720,190240.0,2019-01-22
2024,122297,4,795000,198750.0,2024-03-19
2021,103795,6,765700,127616.7,2021-12-13
2022,70141,55,9780157,177821.0,2022-12-31
2020,70922,16,3153995,197124.7,2020-12-31
2020,70069,2,685400,342700.0,2020-01-27
2023,114738,16,6796600,424787.5,2023-11-27
2022,91384,5,5769729,1153945.8,2022-10-07
2020,71776,14,2107196,150514.0,2020-11-10
2024,60053,14,4412927,315209.1,2024-04-22
2024,69425,12,3919500,326625.0,2024-04-20
2021,93855,24,5518200,229925.0,2021-12-31
2024,119070,3,1063600,354533.3,2024-04-18
2022,84993,18,4711587,261754.8,2022-09-28
2023,81026,4,1839932,459983.0,2023-10-28
2020,55811,21,3823672,182079.6,2020-12-27
2022,107888,10,1368594,136859.4,2022-12-20
2020,69691,8,739943,92492.9,2020-09-19
2017,55865,13,1694250,130326.9,2017-12-31
2021,83041,4,1050389,262597.3,2021-12-30
2018,58203,5,1351320,270264.0,2018-12-31
2018,54046,6,1570000,261666.7,2018-04-15
2019,64886,7,2527700,361100.0,2019-11-24
2020,85814,1,164593,164593.0,2020-12-29
2021,88930,27,1004987,37221.7,2021-12-20
2021,102319,1,254900,254900.0,2021-11-22
2024,108714,14,5796434,414031.0,2024-04-16
2019,57006,11,2462000,223818.2,2019-09-03
2024,118335,4,1129400,282350.0,2024-05-13
2024,70556,9,1539200,171022.2,2024-05-13
2023,86828,11,4721563,429233.0,2023-11-22
2021,105384,3,461429,153809.7,2021-12-13
2021,93719,10,2235875,223587.5,2021-12-31
2022,114458,2,709700,354850.0,2022-12-10
2019,54561,11,4003450,363950.0,2019-04-28
2024,125601,5,822400,164480.0,2024-05-10
2022,65551,1,563524,563524.0,2022-10-18
2021,57919,22,4322435,196474.3,2021-12-25
2021,107565,6,1011291,168548.5,2021-12-31
2021,107549,5,310800,62160.0,2021-12-26
2018,58291,8,5709000,713625.0,2018-12-15
2024,112955,7,2224600,317800.0,2024-05-11
2020,22753,1,455500,455500.0,2020-12-31
2023,58352,6,2235487,372581.2,2023-12-26
2023,118763,1,344859,344859.0,2023-05-12
2022,83647,13,1807721,139055.5,2022-12-30
2024,116553,4,970246,242561.5,2024-05-07
2022,116091,10,803131,80313.1,2022-12-16
2024,54716,4,1350400,337600.0,2024-04-22
2023,104889,5,297237,59447.4,2023-12-09
2023,88689,46,6298223,136917.9,2023-12-19
2023,72722,10,1306628,130662.8,2023-11-15
2024,50760,7,2205004,315000.6,2024-04-06
2021,108500,2,408218,204109.0,2021-12-19
2019,61714,19,2516375,132440.8,2019-12-15
2023,77486,3,630800,210266.7,2023-11-16
2021,65124,1,288569,288569.0,2021-06-19
2021,75284,3,522089,174029.7,2021-07-12
2017,52231,7,2651000,378714.3,2017-05-25
2019,55948,23,4769948,207389.0,2019-12-13
2023,73263,5,4342748,868549.6,2023-12-05
2022,92291,25,4348042,173921.7,2022-12-23
2024,115572,30,5515300,183843.3,2024-04-28
2022,86042,3,836201,278733.7,2022-09-18
2024,10786,11,3056100,277827.3,2024-05-05
2024,117414,2,818600,409300.0,2024-02-21
2018,58328,2,1167000,583500.0,2018-10-30
2024,68602,6,1099100,183183.3,2024-05-12
2021,73747,17,2308769,135809.9,2021-12-23
2021,103452,4,293000,73250.0,2021-12-31
2021,65300,11,1616611,146964.6,2021-12-06
2023,58964,18,2910662,161703.4,2023-12-01
2021,65000,2,861300,430650.0,2021-12-12
2023,93177,5,1573504,314700.8,2023-12-03
2018,57913,11,683000,62090.9,2018-12-22
2023,105611,9,3913743,434860.3,2023-09-13
2020,58318,2,499020,249510.0,2020-01-28
2022,96903,16,5000704,312544.0,2022-12-29
2021,89486,8,2465576,308197.0,2021-12-31
2022,114699,1,357621,357621.0,2022-07-06
2023,115090,5,846900,169380.0,2023-11-20
2020,57851,3,476148,158716.0,2020-11-17
2020,72524,6,793550,132258.3,2020-08-26
2021,82925,37,4085699,110424.3,2021-12-27
2021,92864,2,196902,98451.0,2021-11-26
2024,77951,4,429200,107300.0,2024-03-16
2020,87164,3,316970,105656.7,2020-12-29
2018,53937,9,2033500,225944.4,2018-12-28
2021,73953,5,614000,122800.0,2021-12-18
2023,74339,9,4372997,485888.6,2023-09-27
2023,118345,7,1552564,221794.9,2023-05-08
2023,105568,3,704500,234833.3,2023-03-24
2023,117076,15,1975268,131684.5,2023-11-29
2023,107565,9,813300,90366.7,2023-12-15
2019,58857,1,132000,132000.0,2019-01-20
2023,118868,8,2570993,321374.1,2023-09-12
2024,109875,5,713200,142640.0,2024-04-16
2024,116661,3,286800,95600.0,2024-04-27
2019,65166,8,1235335,154416.9,2019-12-21
2019,63424,6,150500,25083.3,2019-12-25
2022,89410,1,79600,79600.0,2022-02-10
2023,101078,2,319044,159522.0,2023-04-17
2021,96219,14,2141023,152930.2,2021-11-30
2019,57671,4,1904500,476125.0,2019-12-28
2018,55226,6,942000,157000.0,2018-05-11
2024,126371,1,534300,534300.0,2024-04-05
2023,82363,21,1836944,87473.5,2023-12-25
2023,108671,3,759900,253300.0,2023-01-15
2022,113061,7,1809466,258495.1,2022-12-24
2022,110241,16,3394206,212137.9,2022-12-10
2021,60999,6,1119582,186597.0,2021-12-20
2020,84013,3,903361,301120.3,2020-11-12
2018,57317,4,1031000,257750.0,2018-12-30
2023,111910,12,1780102,148341.8,2023-02-19
2020,69088,4,494285,123571.3,2020-12-07
2024,51059,7,6200252,885750.3,2024-04-15
2021,91301,2,1026000,513000.0,2021-12-02
2023,86361,8,903710,112963.8,2023-11-10
2020,62204,9,1056105,117345.0,2020-12-14
2023,53543,5,3208627,641725.4,2023-12-24
2023,121946,2,310218,155109.0,2023-12-23
2024,58325,2,204200,102100.0,2024-04-09
2024,117764,3,654900,218300.0,2024-03-10
2022,115833,9,1422259,158028.8,2022-09-26
2019,65432,17,932084,54828.5,2019-11-04
2024,110686,11,831500,75590.9,2024-04-30
2024,120356,11,6132395,557490.5,2024-05-05
2021,81794,4,1562400,390600.0,2021-06-26
2020,69525,1,145832,145832.0,2020-02-04
2022,116165,3,1058405,352801.7,2022-09-29
2022,101593,7,1070674,152953.4,2022-12-22
2024,23238,8,700500,87562.5,2024-04-29
2022,69082,5,394166,78833.2,2022-12-07
2023,89331,10,831368,83136.8,2023-03-05
2020,58158,7,1447428,206775.4,2020-11-03
2020,62361,13,3789956,291535.1,2020-09-11
2023,59148,3,333165,111055.0,2023-10-12
2024,67018,10,3040300,304030.0,2024-04-24
2019,61762,1,327000,327000.0,2019-03-08
2019,69937,6,1562000,260333.3,2019-12-30
2022,94033,6,942200,157033.3,2022-08-20
2021,100452,9,1298705,144300.6,2021-10-31
2020,71031,1,182000,182000.0,2020-02-16
2022,70676,8,2709817,338727.1,2022-08-25
2023,67619,4,1223100,305775.0,2023-05-21
2024,120307,5,350400,70080.0,2024-04-12
2019,63325,4,506000,126500.0,2019-07-03
2023,57284,9,2883219,320357.7,2023-12-19
2021,61468,3,949400,316466.7,2021-07-05
2021,60168,4,308400,77100.0,2021-12-20
2024,108075,6,2331600,388600.0,2024-05-10
2020,58783,4,709704,177426.0,2020-09-30
2021,58820,1,495000,495000.0,2021-03-15
2020,80831,18,3246693,180371.8,2020-12-20
2023,97672,3,1264800,421600.0,2023-12-21
2024,124346,5,715400,143080.0,2024-04-24
2019,65186,2,1948000,974000.0,2019-11-19
2019,64113,12,2266285,188857.1,2019-12-11
2021,88789,4,906615,226653.8,2021-02-07
2019,61245,17,2870000,168823.5,2019-12-21
2021,96579,7,1900552,271507.4,2021-12-13
2023,95425,10,2218557,221855.7,2023-12-08
2024,109399,11,2263700,205790.9,2024-05-02
2023,117869,2,143700,71850.0,2023-10-23
2024,87842,8,2681000,335125.0,2024-05-11
2020,73570,5,944127,188825.4,2020-02-22
2023,98487,3,208737,69579.0,2023-06-11
2021,78026,7,997120,142445.7,2021-12-29
2020,57027,2,3837500,1918750.0,2020-08-09
2019,62597,4,793535,198383.8,2019-09-15
2019,55818,10,3515140,351514.0,2019-06-03
2024,114238,1,64000,64000.0,2024-01-01
2022,109252,19,6292795,331199.7,2022-12-19
2019,59505,28,6815652,243416.1,2019-12-28
2021,89492,7,1866982,266711.7,2021-11-02
2018,58767,11,2583700,234881.8,2018-12-23
2023,113877,4,1598561,399640.3,2023-12-07
2022,64318,5,1485666,297133.2,2022-09-22
2024,123749,5,1086000,217200.0,2024-05-04
2020,29453,3,1201665,400555.0,2020-10-28
2017,55678,6,3646009,607668.2,2017-11-26
2022,108707,12,561598,46799.8,2022-04-16
2024,94077,6,1574400,262400.0,2024-05-05
2023,55729,1,83300,83300.0,2023-09-23
2024,69258,21,3062500,145833.3,2024-04-25
2024,62889,3,852900,284300.0,2024-04-21
2018,59240,6,2365000,394166.7,2018-12-24
2021,58093,1,94900,94900.0,2021-03-10
2019,65197,6,716000,119333.3,2019-11-12
2023,82689,8,1122018,140252.3,2023-12-08
2018,54897,2,418000,209000.0,2018-09-11
2021,55141,1,65500,65500.0,2021-03-08
2022,68763,12,626037,52169.8,2022-12-12
2024,122040,10,3370900,337090.0,2024-05-06
2024,55789,10,2824400,282440.0,2024-05-13
2022,92785,3,227960,75986.7,2022-09-09
2020,60530,8,1332870,166608.8,2020-10-17
2022,101850,17,3341498,196558.7,2022-12-19
2023,62087,12,2482168,206847.3,2023-12-09
2022,64660,2,856000,428000.0,2022-06-27
2023,120545,9,2227300,247477.8,2023-12-14
2024,61947,16,4087600,255475.0,2024-04-27
2021,55330,3,2116347,705449.0,2021-11-06
2019,61627,3,353000,117666.7,2019-05-04
2019,59146,1,155415,155415.0,2019-11-16
2021,59966,7,1266630,180947.1,2021-10-22
2021,67275,8,3650614,456326.8,2021-12-27
2020,74044,7,2550699,364385.6,2020-12-28
2024,109224,1,160200,160200.0,2024-02-04
2021,85992,17,5950704,350041.4,2021-12-31
2019,54055,9,1856834,206314.9,2019-12-25
2020,58339,2,343419,171709.5,2020-11-16
2020,70744,22,8781018,399137.2,2020-11-05
2022,103075,5,5618040,1123608.0,2022-11-08
2021,74975,10,5302681,530268.1,2021-12-26
2021,87876,2,344514,172257.0,2021-05-25
2018,58056,1,540000,540000.0,2018-12-03
2022,96964,19,2080130,109480.5,2022-12-09
2023,65983,15,6260280,417352.0,2023-09-27
2022,107702,24,2264267,94344.5,2022-12-27
2020,85903,2,263000,131500.0,2020-11-10
2022,88256,18,5254883,291937.9,2022-09-03
2024,81993,2,1041300,520650.0,2024-03-14
2024,120220,10,1272400,127240.0,2024-05-06
2019,57033,14,6085465,434676.1,2019-07-11
2021,99293,1,53700,53700.0,2021-12-18
2023,65693,10,710500,71050.0,2023-12-19
2024,66175,5,2005900,401180.0,2024-05-07
2018,57784,4,2052000,513000.0,2018-12-22
2020,69178,16,5175955,323497.2,2020-12-23
2020,75660,17,996789,58634.6,2020-10-31
2020,61199,11,3354687,304971.5,2020-09-06
2018,57699,1,365000,365000.0,2018-12-17
2017,53771,13,4450000,342307.7,2017-12-23
2021,58633,7,2099212,299887.4,2021-08-10
2021,51063,1,475000,475000.0,2021-10-28
2022,83402,12,2037133,169761.1,2022-12-18
